NAISTYP_SORT; NAISTYP_C; NAISTYP_HAUPTVAR; NAISTYP_VAR; NAISTYP_NWLD;NAISTYP_NWLD_FR; NAISTYP_HDOM_MIN; NAISTYP_HDOM_MAX; NAISTYP_HMAX_NAD; NAISTYP_HMAX_LAU;NAISTYP_BEM4; NAISTYP_STAO; NAISTYP_STAO_FR; NAISTYP_VASP; NAISTYP_VASP_FR; NAISTYP_HUMF; NAISTYP_ENT;NAISTYP_EIG; NAISTYP_EIG_FR; NTYP_KG_FEIN; NTYP_KG_GESTEIN; NAISTYP_KG_V; NAISTYP_KG_T_MIN; NAISTYP_KG_T_MAX; NTYP_AM_S; NTYP_AM_B; NTYP_RT_MITTELH; NTYP_RT_MULDE; NTYP_RT_KUPPE; NTYP_RT_PLATEAU; NTYP_RT_STEILH; NTYP_FELS; NTYP_BL_FELS_ST; NTYP_BL_FELS_WE; NTYP_BL_KARREN; NTYP_BL_SCHUTT_M; NTYP_BL_SCHUTT_S; NTYP_BL_SCHUTT_X; NTYP_STEINSCHLAG; NTYP_LAWINEN; NTYP_RUTSCHUNG; NTYP_EROSION; NTYP_WASS_BACH; NTYP_WASS_KLEIN; NTYP_WASS_QUELL; NTYP_WECHSELF; NAISTYP_GFX; ART_LNK_HG_NATW; ART_LNK_HG_HOE; ART_LNK_HG_STD; ART_LNK_HG_VEGA; ART_LNK_HG_MERKM; ART_LNK_HG_BS; ART_LNK_HG_SS; ART_LNK_HG_KS; ART_LNK_HG_MS; NAISTYP_OEG_HAWA; NAISTYP_OEB_HAWA; NAISTYP_OEG_SOWA; NAISTYP_OEB_SOWA; NAISTYP_OEG_WEFE; NAISTYP_OEB_WEFE; NAISTYP_OEG_AUE; NAISTYP_OEG_PIO; NAISTYP_ANFE; NAISTYP_OEG_GEB
8,004003;8dFe;8d;U;"Wüchsiger Buchenwald, oft reine Buchenbestände, aber häufig auch Tanne beigemischt. 
";Hêtraie fertile, peuplements de hêtres souvent purs, mais souvent aussi en mélange avec le sapin. ;30;38;43;38;;"Kuppen, flache Hügelrücken und Hänge über kalkarmem Muttergestein, mit anstehendem Fels.
";Élévations de terrain, plateaux au sommet des collines et pentes sur roche-mère pauvre en calcaire, avec roches affleurantes. ;"Bodenvegetation häufig artenarm. Oft moosige Stellen.
";Végétation basse souvent pauvre en espèces. Souvent zones muscinales. ;;;;;0;0;1;70;;1;2;1;0;1;2;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;8dFe;Y;Y;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;1;0
8,1;8*;;H;"Mischwald mit Buche, Tanne, Fichte, nur vereinzelten anderen Laubbäumen (an wärmeren Stellen Stieleiche möglich). Buche mit schlechter Holzqualität.
";Forêt mélangée avec hêtre, sapin, épicéa et uniquement quelques autres feuillus (chêne pédonculé possible aux endroits plus chauds). Hêtres de mauvaise qualité. ;25;35;40;33;;"Ebenen und leicht geneigte Hänge, in tiefen Lagen Schattenhänge.
";Plateaux et légères pentes, versants ombragés dans les stations basses. ;"Oft lückig, aber farnreich und mit dichter Moosdecke.
";Souvent lacuneux, mais riche en fougères et avec une dense couche de mousses. ;Typischer bis rohhumusartiger Moder;"Stark saure Braun- und Parabraunerde, meist vernässt und/oder podsoliert
";"Gründigkeit sehr tief, biologische Aktivität tief, Durchlässigkeit mittel bis gering. Sehr schwach bis stark pseudovergleyt. 
";Sol très profond, activité biologique faible, perméabilité moyenne à faible. Tendance au pseudogley très faible à forte. ;0;0;1;100;;1;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8Stern;;;;;;;;;;1;;0;;0;;0;0;0;0
9,001;9a;;H;Buchenwald, in dem fast alle Laubbaumarten eingestreut sein können. Die Lärche ist im Mittelland und Jura wenig geeignet, in den kontinentaler geprägten Gebieten (2a und angerenzend) gedeiht sie gut.;Hêtraie pouvant abriter presque toutes les essences feuillues à l’état dispersé. Le mélèze est peu adapté au Plateau et au Jura, mais croît bien dans les régions marquées par un climat continental (2a et avoisinantes).;25;35;43;38;;"Hanglagen, meist auf stabilisiertem Kalkschutt.
";Pentes, en général sur éboulis calcaires stabilisés. ;"Oft dominieren Bingelkraut und/oder Kalkzeiger.
";La mercuriale vivace et/ou les plantes indicatrices de calcaire dominent souvent. ;Mull, stellenweise Kalkmull;"Rendzina oder Pararendzina, manchmal etwas verbraunt
";"Skelettgehalt hoch, Gründigkeit tief, biologische Aktivität hoch, gelegentliche Sommertrockenheit, Durchlässigkeit mittel
";Pierrosité élevée, sol profond, activité biologique intense, sécheresse estivale occasionnelle, perméabilité moyenne. ;9;1;1;;50;0;1;1;2;2;2;1;2;0;2;2;2;0;1;2;0;0;2;0;0;0;0;9a;;;;;;;;;;1;;0;;0;;0;0;0;0
9,001003;9aFe;9a;U;Buchenwald, in dem fast alle Laubbaumarten eingestreut sein können. Die Lärche ist im Mittelland und Jura wenig geeignet, in den kontinentaler geprägten Gebieten (2a und angerenzend) gedeiht sie gut.;Hêtraie pouvant abriter presque toutes les essences feuillues à l’état dispersé. Le mélèze est peu adapté au Plateau et au Jura, mais croît bien dans les régions marquées par un climat continental (2a et avoisinantes).;25;35;43;38;;"Hanglagen, meist auf stabilisiertem Kalkschutt.
";Pentes, en général sur éboulis calcaires stabilisés. ;"Oft dominieren Bingelkraut und/oder Kalkzeiger.
";La mercuriale vivace et/ou les plantes indicatrices de calcaire dominent souvent. ;;;;;9;1;1;;50;0;1;1;2;2;2;1;1;0;2;2;2;0;1;2;0;0;2;0;0;0;0;9aFe;Y;Y;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;1;0
9,014;9w;;H;"Buchenwald, in dem fast alle Laubbaumarten eingestreut sein können. 
";Hêtraie pouvant abriter presque toutes les essences feuillues à l’état dispersé. ;20;30;36;33;;"Stark wechselnde Feuchtigkeit. Hanglagen, meist Mergel
";Humidité fortement variable. Pentes, généralement marneuses. ;"Oft dominieren Schlaffe Segge und/oder Kalkzeiger. Teilweise kriechender Liguster.
";La laiche glauque et/ou les plantes indicatrices de calcaire dominent souvent. Parfois troène pardalianche. ;Mull, stellenweise Kalkmull;"Rendzina oder Pararendzina, manchmal etwas verbraunt
";"Gründigkeit tief, biologische Aktivität mittel bis hoch, wechselnder Bodenwasserhaushalt, gelegentliche Sommertrockenheit, Durchlässigkeit mittel bis gering, keine Vernässung
";Sol profond, activité biologique moyenne à élevée, régime hydrique changeant, sécheresse estivale occasionnelle, perméabilité moyenne à faible, non hydromorphe. ;9;1;1;;20;0;1;1;2;2;2;1;2;0;0;0;2;0;2;2;0;2;2;0;0;0;2;9w;;;;;;;;;;0;;0;;1;;0;0;0;0
10,001;10a;;H;Buchenwald in dem Waldföhre und fast alle Laubbäume beigemischt sein können. Die Lärche ist im Mittelland und Jura wenig geeignet, in den kontinentaler geprägten Gebieten (2a und angerenzend) gedeiht sie gut.;Hêtraie pouvant abriter le pin sylvestre en mélange avec presque toutes les essences feuillues. Le mélèze est peu adapté au Plateau et au Jura, mais croît bien dans les régions marquées par un climat continental (2a et avoisinantes).;18;28;30;28;;"Flache und steile Hänge, trockene Lagen, Kalk
";Pentes faibles et prononcées, endroits secs, calcaires. ;"Krautreich bis lückig. Oft Seggen- und Grasrasen.
";Herbeux à lacuneux. Souvent pelouses herbeuses et de laiches. ;Mull (Kalkmull);"Rendzina, Pararendzina manchmal etwas verbraunt
";"Skelettgehalt hoch, Gründigkeit tief, biologische Aktivität durch Trockenheit eingeschränkt, Durchlässigkeit mittel, keine Vernässung
";Pierrosité élevée, sol profond, activité biologique réduite par la sécheresse, perméabilité moyenne, non hydromorphe. ;9;1;1;;55;0;1;1;2;2;2;1;2;0;2;2;2;0;1;2;0;0;0;0;0;0;0;10a;;;;;;;;;;1;;0;;0;;0;0;0;0
10,014;10w;;H;"Buchenwald in dem Waldföhre, teilweise Eibe beigesmischt ist, zudem können fast alle Laubbäume beigemischt sein. 
";Hêtraie pouvant abriter le pin sylvestre en mélange avec presque toutes les essences feuillues et, parfois, avec l’if. ;18;28;30;28;;"Stark wechselnde Feuchtigkeit. Flache und steile Hänge, meist Mergel
";Humidité fortement variable. Pentes faibles et prononcées, généralement marneuses.  ;"Krautreich bis lückig. Oft Seggen- und Grasrasen. Häufig kriechender Liguster.
";Herbeux à lacuneux. Souvent pelouses herbeuses et de laiches. Souvent troène pardalianche. ;Mull (Kalkmull), teilweise trockenen Ausprägung;"Rendzina, Pararendzina manchmal etwas verbraunt
";"Skelettgehalt hoch, kalkreich, Gründigkeit tief, biologische Aktivität durch Trockenheit eingeschränkt, wechselnder Bodenwasserhaushalt, Durchlässigkeit mittel bis gering, schwach pseudovergleyt bis keine Vernässung
";Pierrosité élevée, très calcaire, sol profond, activité biologique réduite par la sécheresse, régime hydrique changeant, perméabilité moyenne à faible, peu pseudogleyifié à non hydromorphe. ;9;1;1;;30;0;1;1;2;2;2;1;2;0;2;0;2;0;1;2;0;1;1;0;0;0;1;10w;;;;;;;;;;0;;0;;1;;0;0;0;0
11;11;;H;"Mischwald mit dominierender Buche, dazu Bergahorn, Esche, Stieleiche, Kirschbaum. Gerade Stämme.
";Forêt mélangée par le hêtre accompagné de l’érable sycomore, du frêne, du chêne pédonculé et du merisier. Troncs rectilignes. ;30;40;45;40;;"Hangfuss- und Tallagen, Kalk
";Pieds de versants et fonds de vallée, calcaire. ;"Krautig. Oft dominiert de Bärlauch, er kann aber auch fehlen.
";Herbeux. L’ail des ours domine souvent, mais il peut aussi être absent. ;Mull, teilweise feuchte Ausprägung;"Rendzina, Regosol oder Braunerde, alle leicht vernässt
";"Gründigkeit sehr tief, biologische Aktivität hoch, Wurzelraum für Buchen noch genügend durchlüftet, Durchlässigkeit mittel, schwach bis sehr schwach pseudovergleyt oder grundnass bis schwach grundnass. 
";Sol très profond, activité biologique intense, espace racinaire suffisamment aéré pour le hêtre, perméabilité moyenne, peu à très peu pseudogleyifié ou influencé à peu influencé par la nappe phréatique. ;9;1;1;;200;0;1;2;1;0;2;2;0;0;0;0;0;0;2;0;0;2;0;2;2;0;0;11;;;;;;;;;;1;;0;;0;;0;0;0;0
11,000003;11Fe;11;U;"Mischwald mit dominierender Buche, dazu Bergahorn, Esche, Stieleiche, Kirschbaum. Gerade Stämme.
";Forêt mélangée dominée par le hêtre, accompagné de l’érable sycomore, du frêne, du chêne pédonculé et du merisier. Troncs rectilignes. ;30;40;45;40;;"Hangfuss- und Tallagen, Kalk, mit anstehendem Fels.
";Pieds de versants et fonds de vallée, calcaires, avec roches affleurantes. ;"Krautig. Oft dominiert de Bärlauch, er kann aber auch fehlen.
";Herbeux. L’ail des ours domine souvent, mais il peut aussi être absent. ;;;;;9;1;1;;200;0;1;2;1;0;2;2;1;0;0;0;0;0;2;0;0;2;0;2;2;0;0;11Fe;Y;Y;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;1;0
12,00012;12S;;H;"Sehr wüchsiger Mischwald mit Buche, beigemischter Tanne, Bergahorn und Esche, kaum Eiche, Hagebuche, Kirschbaum in Baumschicht. 
";Hêtraie mélangée très fertile avec sapin, érable sycomore et frêne. Presque pas de chênes, de charmes, ni de merisiers dans la strate arborescente. ;30;40;45;40;;"Lagen an Schattenhängen, Kalk
";Versants ombragés, calcaires. ;"Krautreich. Oft viele Farne.
";Herbeux. Fougères souvent abondantes. ;Mull;"Rendzina, Pararendzina, Regosol, Braunerde, Parabraunerde, alle leicht vernässt
";"Skelettgehalt mittel bis hoch, Gründigkeit sehr tief, kalkreich, biologische Aktivität hoch, Durchlässigkeit mittel bis gering, pseudovergleyt bis sehr schwach pseudovergleyt oder grundnass bis schwach grundnass
";Pierrosité moyenne à élevée, sol très profond, très calcaire, activité biologique intense, perméabilité moyenne à faible, pseudogleyifié à très peu pseudogleyifié ou influencé à peu influencé par la nappe phréatique. ;9;1;1;;170;0;1;2;1;0;2;2;0;0;0;0;0;0;2;0;0;2;0;2;2;0;0;12S;;;;;;;;;;1;;0;;0;;0;0;0;0
12,000123;12SFe;12S;U;"Sehr wüchsiger Mischwald mit Buche, beigemischter Tanne, Bergahorn und Esche, kaum Eiche, Hagebuche, Kirschbaum in Baumschicht. 
";Hêtraie mélangée très fertile avec sapin, érable sycomore et frêne. Presque pas de chênes, de charmes, ni de merisiers dans la strate arborescente. ;30;40;45;40;;"Lagen an Schattenhängen, Kalk, mit anstehendem Fels.
";Versants ombragés, calcaires, avec roches affleurantes. ;"Krautreich. Oft viele Farne.
";Herbeux. Fougères souvent abondantes. ;;;;;9;1;1;;170;0;1;2;1;0;2;2;1;0;0;2;0;0;2;0;0;2;0;2;2;0;0;12SFe;Y;Y;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;1;0
12,001;12a;;H;Wüchsiger Buchenwald, oft Hallenwald. Tanne, Ahorn und Esche können beigemischt sein. Eiche, Hagebuche, Kirschbaum kaum in Baumschicht. Die Lärche ist im Mittelland und Jura wenig geeignet, in den kontinentaler geprägten Gebieten (2a und angerenzend) gedeiht sie gut.;Hêtraie fertile, souvent forêt cathédrale. Sapin, érable et frêne peuvent y être mélangés. Presque pas de chênes, de charmes, ni de merisiers dans la strate arborescente. Le mélèze est peu adapté au Plateau et au Jura, mais croît bien dans les régions marquées par un climat continental (2a et avoisinantes).;30;35;42;38;;"Hanglagen, meist auf stabilisiertem Kalkschutt
";Pentes, en général sur éboulis calcaires stabilisés, avec roches affleurantes. ;"Krautig. Oft dominieren Fiederblättrige Zahnwurz oder Bingelkraut, manchmal Farne.
";Herbeux. Souvent dominé par la dentaire à sept folioles ou la mercuriale vivace, parfois des fougères. ;Mull (Kalkmull);"Rendzina, Pararendzina, Regosol, Braunerde, Parabraunerde
";"Skelettgehalt hoch bis sehr hoch, Gründigkeit tief bis sehr tief, biologische Aktivität hoch, Durchlässigkeit mittel, keine Vernässung
";Pierrosité élevée à très élevée, sol profond à très profond, activité biologique intense, perméabilité moyenne, non hydromorphe. ;9;1;1;;50;0;1;1;2;0;2;1;2;0;2;2;2;0;1;2;0;0;2;0;0;0;0;12a;;;;;;;;;;1;;0;;0;;0;0;0;0
12,001003;12aFe;12a;U;Wüchsiger Buchenwald, oft Hallenwald. Tanne, Ahorn und Esche können beigemischt sein. Eiche, Hagebuche, Kirschbaum kaum in Baumschicht. Die Lärche ist im Mittelland und Jura wenig geeignet, in den kontinentaler geprägten Gebieten (2a und angerenzend) gedeiht sie gut.;Hêtraie fertile, souvent forêt cathédrale. Sapin, érable et frêne peuvent y être mélangés. Presque pas de chênes, de charmes, ni de merisiers dans la strate arborescente. Le mélèze est peu adapté au Plateau et au Jura, mais croît bien dans les régions marquées par un climat continental (2a et avoisinantes).;30;35;42;38;;"Hanglagen, meist auf stabilisiertem Kalkschutt, mit anstehendem Fels.
";Pentes, en général sur éboulis calcaires stabilisés, avec roches affleurantes. ;"Krautig. Oft dominieren Fiederblättrige Zahnwurz oder Bingelkraut, manchmal Farne.
";Herbeux. Souvent dominé par la dentaire à sept folioles ou la mercuriale vivace, parfois des fougères. ;;;;;9;1;1;;50;0;1;1;2;0;2;1;1;0;2;2;2;0;1;2;0;0;2;0;0;0;0;12aFe;Y;Y;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;1;0
12,005;12e;;H;Mässig wüchsiger Buchenwald mit Mehlbeere, Waldföhre und teilweise Eibe, kaum Eiche, Hagebuche, Kirschbaum in Baumschicht, für Tanne trocken. Die Lärche ist im Mittelland und Jura wenig geeignet, in den kontinentaler geprägten Gebieten (2a und angerenzend) gedeiht sie gut.;Hêtraie moyennement fertile avec alisier blanc, pin sylvestre et parfois if, mais presque pas de chênes, charmes ni de merisiers dans la strate arborescente. Trop sec pour le sapin. Le mélèze est peu adapté au Plateau et au Jura, mais croît bien dans les régions marquées par un climat continental (2a et avoisinantes).;18;25;30;28;;"Trockene Hanglagen, v. a. südexponiert, Kalk
";Versants secs, surtout exposés au sud, calcaire. ;"Oft Seggen- und Grasrasen.
";Souvent pelouses herbeuses et de laiches. ;Mull, (Kalkmull), stellenweise trockene Ausprägung;"Rendzina, Pararendzina, Regosol, Braunerde
";"Skelettgehalt hoch, Gründigkeit tief, kalkreich, Durchlässigkeit mittel, keine Vernässung
";Pierrosité élevée, sol profond, très calcaire, perméabilité moyenne, non hydromorphe. ;9;1;1;;25;0;2;1;0;2;2;2;2;0;2;2;2;0;1;2;0;0;0;0;0;0;0;12e;;;;;;;;;;1;;0;;0;;0;0;0;0
12,014;12w;;H;"Buchenwald mit Bergahorn, Sommerlinde und teilweise Eibe. 
";Hêtraie avec érable sycomore, tilleul à grandes feuilles et parfois if. ;20;30;32;30;;"Stark wechselnde Feuchtigkeit. Hänge mit mässig bewegtem Kalkschutt, meist Mergel, Nord- (submontan) bis Süd-Exposition
";Humidité fortement variable. Pentes d’éboulis calcaires modérément actifs, généralement marneuses, exposition nord (étage submontagnard) à sud. ;"Oft Seggen- und Grasrasen. Häufig kriechende Liguster.
";Souvent pelouses herbeuses et de laiches. Souvent troènes pardalianches. ;Mull (Kalkmull), stellenweise trockene oder feuchte Ausprägung;"Rendzina, Pararendzina, Regosol, Braunerde, stellenweise vernässt
";"Wechselfeucht bis wechseltrocken, Skelettgehalt hoch, Gründigkeit tief bis sehr tief, kalkreich, biologische Aktivität hoch, Durchlässigkeit mittel bis gering, schwach pseudovergleyt bis keine Vernässung
";Humidité et sécheresse périodiques, pierrosité élevée, sol profond à très profond, très calcaire, activité biologique intense, perméabilité moyenne à faible, peu pseudogleyifié à non hydromorphe. ;9;1;1;;10;0;1;1;2;2;2;1;2;0;2;0;2;0;1;2;0;1;1;0;0;0;1;12w;;;;;;;;;;0;;0;;1;;0;0;0;0
12,1;12*;;;;Hêtraie moyennement fertile à fertile avec quelques érables, ormes, tilleuls, charmes-houblons, alisiers blancs, sorbiers des oiseleurs et houx. Le sapin peut aussi être présent. ;15;25;28;25;;"Schattenhänge, Hangfusslagen oder tiefgründige, schattige Standorte
";Versants ombragés, pied de versants ou stations ombragées avec sol profond. ;"Krautig, saftig grün oder viel Buchenstreu, mit Haselsträuchern, Farnen und nährtstoffliebenden Arten. Durch Rehverbiss und Lichtmangel sind verarmte Bodenvegetationsbilder häufig.
";Herbeux, vert intense ou litière de hêtre abondante avec buissons de noisetier, fougères et espèces des sols fertiles. Végétation basse souvent appauvrie en raison de l’abroutissement et du manque de lumière. ;Mull (Kalkmull) bis Mull-Moder;"Rendzina, stellenweise verbraunt
";"Skelettreich, mittel- bis tiefgründig, durchlässig, keine Vernässung
";Très pierreux, sol moyennement profond à profond, perméable, non hydromorphe. ;9;1;9;;;0;1;1;1;0;2;2;0;0;1;0;2;0;2;2;0;0;0;0;0;0;0;;;;;;;;;;;1;;0;;0;;0;0;0;0
12,109;12*h;;;;Hêtraie moyennement fertile avec quelques érables sycomores, sorbiers des oiseleurs et alisiers blancs. Le sapin et le mélèze peuvent être présents. ;12;22;25;22;;"Hanglagen auf Kalk (Trias, Lias), meidet stark besonnte Hänge
";Versants calcaires (Trias, Lias), évite les pentes fortement ensoleillées.  ;"Zahnwurz und montane Arten dominieren
";La cardamine et les espèces montagnardes dominent. ;Mull, stellenweise Moder, teilweise trockene Ausprägung;"Rendzina, stellenweise verbraunt
";"Skelettreich, mittel bis tiefgründig, durchlässig, keine Vernässung
";Très pierreux, sol moyennement profond à profond, perméable, non hydromorphe. ;9;1;;;;0;1;1;1;0;2;2;0;0;2;0;2;0;2;2;0;0;0;0;0;0;0;;;;;;;;;;;1;;0;;0;;0;0;0;0
13,001;13a;;H;"Buche dominiert, daneben spielen Linde und Bergahorn eine wichtige Rolle, dazu Esche.
";"Le hêtre domine, et le tilleul et l’érable sycomore jouent un rôle important ; ils sont accompagnés du frêne. ";20;30;33;30;;"Hänge mit mässig bewegtem Kalkschutt, frisch, Nord-(submontan) bis Süd-Exposition
";"Versants d’éboulis calcaires modérément actifs et frais ; exposition nord (étage submontagnard) à sud. ";"Krautig. Oft dominieren Fiederblättrige Zahnwurz oder Bingelkraut, manchmal Farne.
";Herbeux. Souvent dominé par la dentaire à sept folioles ou la mercuriale vivace, parfois des fougères. ;Mull (Kalkmull), stellenweise erodiert;"Rendzina, Pararendzina, stellenweise vernässt
";"Humusreiche Kalkschuttböden, Skelettgehalt sehr hoch, Gründigkeit sehr tief, starke biologische Aktivität, Durchlässigkeit gering bis hoch, schwach pseudovergleyt bis keine Vernässung
";Éboulis calcaires riche en humus, pierrosité très élevée, sol très profond, forte activité biologique, perméabilité faible à élevée, peu pseudogleyifié à non hydromorphe. ;9;1;1;;30;0;1;1;2;0;0;1;1;2;1;2;1;2;2;1;0;0;1;0;0;0;0;13a;;;;;;;;;;1;;0;;0;;0;0;0;0
13,001003;13aFe;13a;U;"Buche dominiert, daneben spielen Linde und Bergahorn eine wichtige Rolle, dazu Esche.
";"Le hêtre domine, et le tilleul et l’érable sycomore jouent un rôle important ; ils sont accompagnés du frêne. ";20;30;33;30;;"Hänge mit anstehendem Kalkfels, frisch, Nord-(submontan) bis Süd-Exposition
";Pentes avec roches calcaires affleurantes, fraîches, exposition nord (étage submontagnard) à sud. ;"Krautig. Oft dominieren Fiederblättrige Zahnwurz oder Bingelkraut, manchmal Farne.
";Herbeux. Souvent dominé par la dentaire à sept folioles ou la mercuriale vivace, parfois des fougères. ;;;;;9;1;1;;30;0;1;1;2;0;0;1;1;2;1;2;1;2;2;1;0;0;1;0;0;0;0;13aFe;Y;Y;N;Y;Y;Y;Y;Y;Y;1;;0;;0;;0;0;1;0
13,005;13e;;;;"Le hêtre domine, et le tilleul et l’alisier blanc jouent un rôle important ; ils sont accompagnés du frêne et de l’érable. ";16;28;30;28;;"Hänge mit mässig bewegtem, trockenem Kalkschutt, v. a. Südlagen
";Pentes d’éboulis calcaires secs et modérément actifs, surtout versant sud. ;"Krautig bis lückig. Steine sichtbar. Oft Verletzungen an Baumstämmen.
";Herbeux à lacuneux. Pierres visibles. Souvent blessures sur les troncs des arbres. ;Mull, Moder (Kalkmull, Kalkmoder), stellenweise trockene Ausprägung, stellenweise erodiert;"Rendzina, Pararendzina
";"Humusreiche Kalkschuttböden, Skelettgehalt sehr hoch, Gründigkeit tief, Durchlssigkeit normal, keine Vernässung
";Éboulis calcaires riche en humus, pierrosité très élevée, sol profond, perméabilité normale, non hydromorphe. ;9;1;;;;0;1;1;2;0;0;1;1;2;1;2;1;2;2;1;0;0;1;0;0;0;0;13e;;;;;;;;;;1;;0;;0;;0;0;0;0
13,006;13eh;;;;Hêtraie moyennement fertile, avec érable sycomore et alisier blanc. ;15;25;30;25;;"Hänge mit mässig bewegtem Kalkschutt, v. a. Südlagen, trocken
";Pentes d’éboulis calcaires secs et modérément actifs, surtout versant sud. ;"Krautig. Oft dominieren Trockenheitszeiger. Steine sichtbar. Oft Verletzungen an Baumstämmen.
";Herbeux. Les espèces indicatrices de sécheresse dominent souvent. Pierres visibles. Souvent blessures sur les troncs des arbres. ;Mull, Moder (Kalkmull, Kalkmoder), stellenweise trockene Ausprägung, stellenweise erodiert;"Rendzina, Pararendzina
";"Humusreiche Kalkschuttböden, Skelettgehalt sehr hoch, Gründigkeit tief, starke biologische Aktivität, durchlässig, keine Vernässung
";Éboulis calcaires riche en humus, pierrosité très élevée, sol profond, forte activité biologique, perméable, non hydromorphe. ;9;1;;;;0;1;1;2;0;0;1;1;2;1;2;1;2;2;1;0;0;1;0;0;0;0;13eh;;Y;;;;;;;;1;;0;;0;;0;0;0;0
